,12675,29/12/08,26/06/08,25/06/13,11МЕ002555коп,"ООО «Малком», по адресу:  Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д. 61а. ОГРН 1061101042793,в лице Мальцева Елена Николаевна. Тел.7-13-10. ИНН : 1101128182/110101001","магазин-кулинария «Завалинка» Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.61а",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,с. Пажга, 1-ый микрорайон, д.25",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815осн,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001", ,  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,с.Ыб, д. Захарово, д. Гыбад, д.5",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,д. Гарья, д.51",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,м. Тыла-Ю, СТ «Рябинушка», д.91-А",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,м. Морово, СТ «Радуга», д.47",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,д. Савапиян, д.45",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,с.Ыб, д. Мыргаиб, д.70",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","закусочная Сыктывдинский район,с. Пажга, 1-ый микрорайон, д.29",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,с. Лозым, д.74",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,с.Ыб, д. Захарово, д. Волокул, д.103",  
,12681,16/11/11,09/07/08,08/07/13,11МЕ003815коп,"Общество с ограниченной ответственностью ""Пажгинское торговое предприятие"" (ООО ""ПТП""), по адресу:  Сыктывдинский район,с.Пажга, 1-ый микрорайон, д.1. ОГРН 1081109000367,в лице Мамедова Валентина Вениаминовна. Тел.7-82-32. ИНН : 1109008803/110901001","магазин «Продукты» Сыктывдинский район,с.Ыб, д. Погост, д.128",  
,12782,23/12/08,02/01/09,01/01/14,11МЕ002527осн,"ООО ""ВИТА"", по адресу:  Сыктывдинский район,с.Выльгорт, ул.Рабочая, д.70""а"". ОГРН 1021100970032,в лице Бочков Михаил Юрьевич. ИНН : 1109004510/110901001", ,  
,12782,23/12/08,02/01/09,01/01/14,11МЕ002527коп,"ООО ""ВИТА"", по адресу:  Сыктывдинский район,с.Выльгорт, ул.Рабочая, д.70""а"". ОГРН 1021100970032,в лице Бочков Михаил Юрьевич. ИНН : 1109004510/110901001","магазин «Продукты» Сыктывдинский район,с. Выльгорт, ул. Д. Каликовой, д.194 «а»",  
,12782,23/12/08,02/01/09,01/01/14,11МЕ002527коп,"ООО ""ВИТА"", по адресу:  Сыктывдинский район,с.Выльгорт, ул.Рабочая, д.70""а"". ОГРН 1021100970032,в лице Бочков Михаил Юрьевич. ИНН : 1109004510/110901001","магазин «Тамара» Сыктывдинский район,с. Выльгорт, ул. Рабочая, д.70 «а»",  
,12822,10/02/09,10/02/09,09/02/14,11МЕ002609,"ООО ""Серга"", по адресу:  Сыктывдинский район,п. Яснэг, ул. Пионерская, д.4, кв.2. ОГРН 1081109000543,в лице Смирнов Сергей Александрович. Тел.7-43-05, 7-43-35. ИНН : 1109008881/110901001","магазин «Ирина» Сыктывдинский район,п. Яснэг, ул. Пионерская, д.2",  
,12908,27/06/12,08/02/11,13/12/14,11МЕ004298коп,"ООО «Торговая Компания», по адресу:  г. Сыктывкар,ул. Морозова, д. 100, ОГРН 1091101005533,в лице Скрипилова Светлана Владимировна. Тел.577-308. ИНН : 1101074730/110101001","магазин №712 Сыктывдинский район,с. Выльгорт, ул. Шоссейная, д. 42",  
