№ п/п,Наименование организации,ИНН организации,ОГРН организации,Адрес места нахождения организации (юридический адрес),Адрес осуществления вида деятельности ,Регистраци-онный номер организации Серия лицензии Номер лицензии,"Дата выдачи лицензии (месяц, число, год)","Дата окончания действия лицензии (месяц, число, год)",Продленна лицензия,Основание и дата переоформления лицензии,"Дата приоста-новления действия лицензии (месяц, число, год)","Дата возобно-вления действия лицензии (месяц, число, год)","Дата прекра-щения действия лицензии (месяц, число, год)","Дата аннули-рования (месяц, число, год)",Дата прове-дения последней проверки,Примечание
306,"ООО ""СЫЧЕВА""",6731056017,1066731105880,"214036, Смоленская область, г. Смоленск, ул. Петра Алексеева, 8А","214036, Смоленская область, г. Смоленск, ул. Петра Алексеева, д. 8-а (магазин), без ограничений",№ 1298                    Г 254939,05 сентября 2006,по 05 сентября 2011,,,,,,,,
307,"ООО ""ТомСолСервис""",6729017758,1026701452117,"214032, Смоленская область, г. Смоленск, ул. М.Еременко, 8, 167","214032, Смоленская область, г. Смоленск, ул. Лавочкина, д. 107 (кафе-бар), без ограничений",№ 1296                  Г 254940,05 сентября 2006,по 05 сентября 2011,,,,,,,,
308,"ООО ""Каплин и К""",6729035891,1066731108553,"214000, Смоленская область, г. Смоленск, ул. Шоссейная, 18","214000, Смоленская область, г. Смоленск, ул. Шоссейная, д. 18 (магазин), без ограничений",№ 1285               Г 254926                  ( № 2062                     Г 301771),24 августа 2006                        21 октября 2011,по 24 августа 2011                      21 октября 2016,,,,,,,,
,,,,,"214000, Смоленская область, г. Смоленск, ул. Софиевская, д. 2 (магазин), без ограничений",,,,,,,,,,,
309,"ООО ""Иваныч""",6729035443,1066731106375,"214006, Смоленская область, г. Смоленск, ул. Островского, 5, 50","214012, Смоленская область, г. Смоленск, ул. Витебское шоссе, д. 19-б (закусочная), без ограничений",№ 1283                  Г 254925,24 августа 2006,по 24 августа 2011,,,,,,,,
310,"ООО ""Топаз""",6729035147,1066731105286,"214027, Смоленская область, г. Смоленск, ул. Лавочкина, 54, Б, 89","214012, Смоленская область, г. Смоленск, ул. Фрунзе, д. 5 (закусочная), без ограничений",№ 1275                  Г 254914,23 августа 2006,по 23 августа 2011,,,,,,,,
311,"ООО ""МАРИНА""",6729035940,1066731108685,"214039, Смоленская область, г. Смоленск, ул. Гризодубовый, 2","214039, Смоленская область, г. Смоленск, ул. Гризодубовой, д. 2 (закусочная-бистро), без ограничений",№ 1274                  Г 254909,17 августа 2006,по 17 августа 2011,,,,,,,,
312,"ООО ""АД-Трейд""",6730060370,1056758467655,"214036, Смоленская область, г. Смоленск, ул. Попова, д. 88, кв. 39","214012, Смоленская область, г. Смоленск, ул. Витебское шоссе, д. 4 (магазин), без ограничений",№ 1272                 Г 679548,16 августа 2007,по 17 августа 2011,,,,,,,,
,,,,,"214012, Смоленская область, г. Смоленск, ул. Витебское шоссе, д. 4 (магазин), без ограничений",,,,,,,,,,,
,,,,,"214018, Смоленская область, г. Смоленск, ул. Кирова, у дома № 43 (торговый киоск), без ограничений",,,,,,,,,,,
313,"ООО ""Ромашка""",6730064223,1066731106155,"214004, Смоленская область, г. Смоленск, ул. Оршанская, 16, 62","214010, Смоленская область, г. Смоленск, пер. Октября, д. 1-а (магазин), без ограничений",№ 1267                  Г 254904,14 августа 2006,по 14 августа 2011,,,,,,,,
,,,,,"214010, Смоленская область, г. Смоленск, пер. Октября, д. 1-а (магазин), без ограничений",№ 2064                       Г 301800,27 октября 2011,27 октября 2012,,,,,,,,
314,"ООО ""Карина""",6730064390,1066731106551,"214004, Смоленская область, г. Смоленск, ул. Оршанская, 16, 62","214020, Смоленская область, г. Смоленск, ул. Попова, д. 14 (магазин), без ограничений",№ 1266               Г 254903,14 августа 2006,по 14 августа 2011,,,,,,,,
,,,,,,№ 2066                 Г 301808,27 октября 2011,до 27 октября 2012,,,,,,,,
315,"ООО ""Юнона-1""",6714016127,1026700664935,"214000, Смоленская область, г. Смоленск, пр-т Гагарина, д. 1","214000, Смоленская область, г. Смоленск, пр-т Гагарина, д. 1 (магазин), без ограничений",№ 1251                 Г 254895,29 августа 2006,по 29 августа 2011,,,,,,,,
316,"ООО ""Рутул""",6729035274,1066731105760,"214006, Смоленская область, г. Смоленск, ул. Юрьева, д. 5","214030, Смоленская область, г. Смоленск, ул. Нормандии-Неман, около дома №1 (торговый павильон), без ограничений",№ 1241                     Г 679554,24 августа 2007,по 08 августа 2011,,,,,,,,
317,"ООО ""Аргон""",6730026806,1026701451083,"214000, Смоленская область, г. Смоленск, ул. Рниколаева, д. 4","214010, Смоленская область, г. Смоленск, ул. Чапаева, д. 1 (магазин), без ограничений",№ 1238                 Г 254873,02 августа 2006,по 02 августа 2011,,,,,,,,
318,"ООО ""Елена""",6729035605,1066731107497,"214039, Смоленская область, г. Смоленск, ул. Маршала Еременко, д. 66, кв. 86","214019, Смоленская область, г. Смоленск, ул. Крупской, д. 34 (магазин), без ограничений",№ 1237                 Г 679610,29 ноября 2007,по 02 августа 2011,,,,,,,,
319,"ООО ""Манхэттен""",6731055038,1066731101172,"214018, Смоленская область, г. Смоленск, ул. Крупской, д. 68","214030, Смоленская область, г. Смоленск, ул. Крупской, д. 30-б (кафе), без ограничений",№ 1235                 Б 005138,14 июля 2009,по 02 августа 2011,,,,,,,,
